0.688,0.523
0.583,0.593
0.604,0.603
0.618,0.573
0.637,0.602
0.65,0.596
0.608,0.647
0.662,0.593
0.676,0.59
0.681,0.597
0.702,0.592
0.685,0.619
0.596,0.661
0.6,0.699
0.577,0.737
0.576,0.762
0.708,0.785
0.65,0.792
0.67,0.832
0.591,0.814
0.597,0.802
0.63,0.819
0.627,0.829
0.629,0.839
0.576,0.991
0.609,0.906
0.614,0.892
0.632,0.873
0.657,0.932
0.698,0.95
0.706,0.981
0.695,0.984
0.688,0.979
0.685,0.985
0.672,0.966
0.665,0.984
0.662,0.979
0.628,0.927
0.621,0.989
0.577,0.978
0.645,0.958
0.634,0.978
0.75,0.919
0.762,0.906
0.797,0.876
0.793,0.943
0.726,0.981
0.742,0.981
0.751,0.959
0.724,0.947
0.745,0.75
0.754,0.755
0.773,0.78
0.759,0.723
0.801,0.776
0.85,0.761
0.834,0.721
0.817,0.737
0.789,0.831
0.804,0.83
0.851,0.838
0.768,0.833
0.777,0.828
0.756,0.793
0.768,0.649
0.767,0.62
0.854,0.637
0.859,0.645
0.85,0.603
0.87,0.591
0.843,0.689
0.75,0.499
0.795,0.479
0.761,0.432
0.737,0.443
0.734,0.513
0.804,0.367
0.772,0.327
0.794,0.317
0.787,0.291
0.745,0.31
0.741,0.305
0.733,0.316
0.856,0.344
0.826,0.357
0.831,0.301
0.811,0.308
0.806,0.41
0.825,0.425
0.839,0.418
0.718,0.411
0.758,0.395
0.742,0.181
0.733,0.165
0.772,0.157
0.807,0.177
0.833,0.199
0.852,0.188
0.855,0.156
0.813,0.144
0.805,0.208
0.738,0.286
0.756,0.219
0.776,0.065
0.773,0.006
0.747,0.001
0.844,0.034
0.791,0.024
0.821,0.115
0.828,0.124
0.824,0.132
0.792,0.096
0.802,0.136
0.722,0.118
0.751,0.077
0.78,0.109
0.859,0.011
0.864,0.038
0.911,0.016
0.887,0.047
0.864,0.156
0.949,0.186
0.937,0.238
0.968,0.24
0.959,0.305
0.939,0.49
0.861,0.474
0.961,0.498
0.947,0.553
0.919,0.56
0.996,0.674
0.994,0.705
0.913,0.698
0.863,0.738
0.917,0.751
0.971,0.756
0.931,0.773
0.943,0.787
0.992,0.834
0.998,0.845
0.978,0.853
0.895,0.798
0.922,0.814
0.88,0.824
0.863,0.826
0.9,0.927
0.991,0.863
0.96,0.981
0.955,0.966
0.865,0.936
0.905,0.959
0.86,0.982
0.302,0.102
0.298,0.169
