0.499,0.232
0.485,0.234
0.484,0.234
0.463,0.225
0.458,0.037
0.476,0.045
0.494,0.021
0.484,0.009
0.475,0.021
0.46,0.008
0.45,0.025
0.531,0.061
0.571,0.084
0.561,0.076
0.531,0.084
0.529,0.09
0.497,0.14
0.482,0.092
0.444,0.085
0.577,0.016
0.613,0.039
0.62,0.017
0.585,0.027
0.665,0.005
0.679,0.022
0.701,0.065
0.673,0.062
0.685,0.014
0.649,0.11
0.584,0.092
0.59,0.096
0.633,0.073
0.576,0.157
0.59,0.152
0.592,0.15
0.593,0.153
0.607,0.153
0.608,0.153
0.621,0.168
0.627,0.158
0.605,0.189
0.587,0.161
0.643,0.152
0.598,0.201
0.65,0.156
0.711,0.153
0.673,0.19
0.7,0.209
0.698,0.212
0.682,0.209
0.657,0.249
0.676,0.237
0.705,0.227
0.715,0.227
0.714,0.232
0.705,0.253
0.703,0.263
0.681,0.256
0.714,0.247
0.615,0.244
0.618,0.226
0.619,0.226
0.622,0.24
0.646,0.221
0.616,0.267
0.576,0.269
0.616,0.268
0.593,0.292
0.609,0.311
0.655,0.295
0.666,0.304
0.663,0.317
0.688,0.308
0.688,0.36
0.662,0.37
0.658,0.389
0.626,0.39
0.578,0.46
0.62,0.432
0.63,0.482
0.608,0.475
0.592,0.496
0.607,0.469
0.595,0.466
0.596,0.482
0.624,0.496
0.634,0.588
0.645,0.63
0.64,0.643
0.626,0.629
0.615,0.644
0.576,0.618
0.681,0.608
0.66,0.618
0.689,0.644
0.712,0.649
0.685,0.631
0.653,0.685
0.668,0.686
0.666,0.656
0.675,0.657
0.692,0.68
0.692,0.701
0.679,0.681
0.677,0.709
0.676,0.709
0.62,0.656
0.626,0.676
0.632,0.676
0.64,0.685
0.609,0.693
0.597,0.733
0.606,0.744
0.607,0.744
0.578,0.781
0.579,0.742
0.715,0.737
0.715,0.738
0.661,0.83
0.574,0.785
0.6,0.785
0.621,0.792
0.583,0.805
0.577,0.805
0.578,0.826
0.613,0.905
0.598,0.887
0.593,0.891
0.576,0.923
0.592,0.892
0.583,0.906
0.595,0.925
0.672,0.891
0.574,0.937
0.594,0.95
0.59,0.953
0.627,0.978
0.78,0.868
0.787,0.856
0.735,0.929
0.763,0.971
0.759,0.789
0.782,0.737
0.782,0.738
0.778,0.746
0.806,0.713
0.722,0.82
0.75,0.633
0.858,0.584
0.872,0.642
0.726,0.666
0.755,0.685
0.839,0.494
0.848,0.509
0.812,0.508
0.807,0.515
0.858,0.53
0.765,0.532
0.768,0.537
0.787,0.514
0.738,0.515
0.869,0.38
0.866,0.364
0.733,0.337
0.752,0.331
0.779,0.32
0.793,0.32
0.763,0.285
0.765,0.308
0.756,0.294
0.752,0.304
0.725,0.285
0.814,0.292
0.727,0.382
0.724,0.19
0.772,0.144
0.751,0.169
0.841,0.193
0.81,0.281
0.824,0.267
0.819,0.252
0.831,0.267
0.845,0.237
0.791,0.218
0.75,0.258
0.754,0.273
0.766,0.274
0.772,0.26
0.767,0.24
0.779,0.229
0.736,0.054
0.737,0.054
0.74,0.025
0.715,0
0.739,0.024
0.826,0.026
0.79,0.022
0.844,0.137
0.828,0.093
0.808,0.103
0.839,0.096
0.752,0.116
0.764,0.076
0.727,0.094
0.718,0.073
0.879,0.032
0.907,0.009
0.921,0.029
0.895,0.067
0.88,0.049
0.861,0.05
0.656,0.062
0.935,0.016
0.945,0.027
0.946,0.028
0.973,0.017
0.985,0.062
0.946,0.058
0.945,0.057
0.968,0.025
0.932,0.084
0.931,0.107
0.961,0.106
0.968,0.098
0.973,0.107
0.969,0.118
0.868,0.074
0.867,0.078
0.908,0.079
0.917,0.141
0.909,0.132
0.9,0.117
0.915,0.193
0.916,0.185
0.911,0.186
0.91,0.185
0.898,0.194
0.899,0.182
0.886,0.176
0.89,0.205
0.879,0.201
0.867,0.202
0.934,0.152
0.97,0.15
0.93,0.192
0.951,0.219
0.899,0.241
0.906,0.232
0.905,0.231
0.925,0.494
0.924,0.494
0.963,0.46
0.978,0.537
0.979,0.551
0.986,0.561
0.963,0.548
0.935,0.568
0.897,0.564
0.884,0.557
0.878,0.563
0.878,0.564
0.913,0.584
0.933,0.62
0.88,0.609
0.916,0.63
0.95,0.631
0.951,0.668
0.985,0.591
0.992,0.606
0.994,0.608
0.969,0.628
0.907,0.652
0.978,0.791
0.867,0.977
0.315,0.074
